year,STATE,STATE_POS,status,TOTAL VOTES,BLUE_VOTES,BLUE_PERCENT,BLUE_EV,RED_VOTES,RED_PERCENT,RED_EV,YELLOW_VOTES,YELLOW_PERCENT,YELLOW_EV
1960,Alaska,AK,red,60762,29809,49.1,0.0,30953,50.9,3.0,0,0,0.0
1960,Arizona,AZ,red,398491,176781,44.4,0.0,221241,55.5,4.0,0,0,0.0
1960,California,CA,red,6506578,3224099,49.6,0.0,3259722,50.1,32.0,0,0,0.0
1960,Colorado,CO,red,736236,330629,44.9,0.0,402242,54.6,6.0,0,0,0.0
1960,Florida,FL,red,1544176,748700,48.5,0.0,795476,51.5,10.0,0,0,0.0
1960,Idaho,ID,red,300450,138853,46.2,0.0,161597,53.8,4.0,0,0,0.0
1960,Indiana,IN,red,2135360,952358,44.6,0.0,1175120,55.0,13.0,0,0,0.0
1960,Iowa,IA,red,1273810,550565,43.2,0.0,722381,56.7,10.0,0,0,0.0
1960,Kansas,KS,red,928825,363213,39.1,0.0,561474,60.4,8.0,0,0,0.0
1960,Kentucky,KY,red,1124462,521855,46.4,0.0,602607,53.6,10.0,0,0,0.0
1960,Maine,ME,red,421767,181159,43.0,0.0,240608,57.0,5.0,0,0,0.0
1960,Montana,MT,red,277579,134891,48.6,0.0,141841,51.1,4.0,0,0,0.0
1960,Nebraska,NE,red,613095,232542,37.9,0.0,380553,62.1,6.0,0,0,0.0
1960,New Hampshire,NH,red,295761,137772,46.6,0.0,157989,53.4,4.0,0,0,0.0
1960,North Dakota,ND,red,278431,123963,44.5,0.0,154310,55.4,4.0,0,0,0.0
1960,Ohio,OH,red,4161859,1944248,46.7,0.0,2217611,53.3,25.0,0,0,0.0
1960,Oklahoma,OK,red,903150,370111,41.0,0.0,533039,59.0,7.0,0,0,0.0
1960,Oregon,OR,red,776421,367402,47.3,0.0,408060,52.6,6.0,0,0,0.0
1960,South Dakota,SD,red,306487,128070,41.8,0.0,178417,58.2,4.0,0,0,0.0
1960,Tennessee,TN,red,1051792,481453,45.8,0.0,556577,52.9,11.0,0,0,0.0
1960,Utah,UT,red,374709,169248,45.2,0.0,205361,54.8,4.0,0,0,0.0
1960,Vermont,VT,red,167324,69186,41.3,0.0,98131,58.6,3.0,0,0,0.0
1960,Virginia,VA,red,771449,362327,47.0,0.0,404521,52.4,12.0,0,0,0.0
1960,Washington,WA,red,1241572,599298,48.3,0.0,629273,50.7,9.0,0,0,0.0
1960,Wisconsin,WI,red,1729082,830805,48.0,0.0,895175,51.8,12.0,0,0,0.0
1960,Wyoming,WY,red,140782,63331,45.0,0.0,77451,55.0,3.0,0,0,0.0
1960,Alabama,AL,blue,570225,324050,56.8,5.0,237981,41.7,0.0,0,0,0.0
1960,Arkansas,AR,blue,428509,215049,50.2,8.0,184508,43.1,0.0,0,0,0.0
1960,Connecticut,CT,blue,1222883,657055,53.7,8.0,565813,46.3,0.0,0,0,0.0
1960,Delaware,DE,blue,196683,99590,50.6,3.0,96373,49.0,0.0,0,0,0.0
1960,Georgia,GA,blue,733349,458638,62.5,12.0,274472,37.4,0.0,0,0,0.0
1960,Hawaii,HI,blue,184705,92410,50.0,3.0,92295,50.0,0.0,0,0,0.0
1960,Illinois,IL,blue,4757409,2377846,50.0,27.0,2368988,49.8,0.0,0,0,0.0
1960,Louisiana,LA,blue,807891,407339,50.4,10.0,230980,28.6,0.0,0,0,0.0
1960,Maryland,MD,blue,1055349,565808,53.6,9.0,489538,46.4,0.0,0,0,0.0
1960,Massachusetts,MA,blue,2469480,1487174,60.2,16.0,976750,39.6,0.0,0,0,0.0
1960,Michigan,MI,blue,3318097,1687269,50.9,20.0,1620428,48.8,0.0,0,0,0.0
1960,Minnesota,MN,blue,1541887,779933,50.6,11.0,757915,49.2,0.0,0,0,0.0
1960,Mississippi,MS,blue,298171,108362,36.3,0.0,73561,24.7,0.0,0,0,0.0
1960,Missouri,MO,blue,1934422,972201,50.3,13.0,962221,49.7,0.0,0,0,0.0
1960,Nevada,NV,blue,107267,54880,51.2,3.0,52387,48.8,0.0,0,0,0.0
1960,New Jersey,NJ,blue,2773111,1385415,50.0,16.0,1363324,49.2,0.0,0,0,0.0
1960,New Mexico,NM,blue,311107,156027,50.2,4.0,153733,49.4,0.0,0,0,0.0
1960,New York,NY,blue,7291079,3830085,52.5,45.0,3446419,47.3,0.0,0,0,0.0
1960,North Carolina,NC,blue,1368556,713136,52.1,14.0,655420,47.9,0.0,0,0,0.0
1960,Pennsylvania,PA,blue,5006541,2556282,51.1,32.0,2439956,48.7,0.0,0,0,0.0
1960,Rhode Island,RI,blue,405535,258032,63.6,4.0,147502,36.4,0.0,0,0,0.0
1960,South Carolina,SC,blue,386688,198129,51.2,8.0,188558,48.8,0.0,0,0,0.0
1960,Texas,TX,blue,2311084,1167567,50.5,24.0,1121310,48.5,0.0,0,0,0.0
1960,West Virginia,WV,blue,837781,441786,52.7,8.0,395995,47.3,0.0,0,0,0.0
1964,Alabama,AL,red,689818,210733,30.5,0.0,479085,69.5,10.0,0,0,0.0
1964,Arizona,AZ,red,480770,237753,49.5,0.0,242535,50.4,5.0,0,0,0.0
1964,Georgia,GA,red,1139335,522556,45.9,0.0,616584,54.1,12.0,0,0,0.0
1964,Louisiana,LA,red,896293,387068,43.2,0.0,509225,56.8,10.0,0,0,0.0
1964,Mississippi,MS,red,409146,52618,12.9,0.0,356528,87.1,7.0,0,0,0.0
1964,South Carolina,SC,red,524779,215723,41.1,0.0,309048,58.9,8.0,0,0,0.0
1964,Alaska,AK,blue,67259,44329,65.9,3.0,22930,34.1,0.0,0,0,0.0
1964,Arkansas,AR,blue,560426,314197,56.1,6.0,243264,43.4,0.0,0,0,0.0
1964,California,CA,blue,7057586,4171877,59.1,40.0,2879108,40.8,0.0,0,0,0.0
1964,Colorado,CO,blue,776986,476024,61.3,6.0,296767,38.2,0.0,0,0,0.0
1964,Connecticut,CT,blue,1218578,826269,67.8,8.0,390996,32.1,0.0,0,0,0.0
1964,Delaware,DE,blue,201320,122704,60.9,3.0,78078,38.8,0.0,0,0,0.0
1964,Florida,FL,blue,1854481,948540,51.1,14.0,905941,48.9,0.0,0,0,0.0
1964,Hawaii,HI,blue,207271,163249,78.8,4.0,44022,21.2,0.0,0,0,0.0
1964,Idaho,ID,blue,292477,148920,50.9,4.0,143557,49.1,0.0,0,0,0.0
1964,Illinois,IL,blue,4702841,2796833,59.5,26.0,1905946,40.5,0.0,0,0,0.0
1964,Indiana,IN,blue,2091606,1170848,56.0,13.0,911118,43.6,0.0,0,0,0.0
1964,Iowa,IA,blue,1184539,733030,61.9,9.0,449148,37.9,0.0,0,0,0.0
1964,Kansas,KS,blue,857901,464028,54.1,7.0,386579,45.1,0.0,0,0,0.0
1964,Kentucky,KY,blue,1046105,669659,64.0,9.0,372977,35.7,0.0,0,0,0.0
1964,Maine,ME,blue,380965,262264,68.8,4.0,118701,31.2,0.0,0,0,0.0
1964,Maryland,MD,blue,1116457,730912,65.5,10.0,385495,34.5,0.0,0,0,0.0
1964,Massachusetts,MA,blue,2344798,1786422,76.2,14.0,549727,23.4,0.0,0,0,0.0
1964,Michigan,MI,blue,3203102,2136615,66.7,21.0,1060152,33.1,0.0,0,0,0.0
1964,Minnesota,MN,blue,1554462,991117,63.8,10.0,559624,36.0,0.0,0,0,0.0
1964,Missouri,MO,blue,1817879,1164344,64.0,12.0,653535,36.0,0.0,0,0,0.0
1964,Montana,MT,blue,278628,164246,58.9,4.0,113032,40.6,0.0,0,0,0.0
1964,Nebraska,NE,blue,584154,307307,52.6,5.0,276847,47.4,0.0,0,0,0.0
1964,Nevada,NV,blue,135433,79339,58.6,3.0,56094,41.4,0.0,0,0,0.0
1964,New Hampshire,NH,blue,288093,184064,63.9,4.0,104029,36.1,0.0,0,0,0.0
1964,New Jersey,NJ,blue,2847663,1868231,65.6,17.0,964174,33.9,0.0,0,0,0.0
1964,New Mexico,NM,blue,328645,194015,59.0,4.0,132838,40.4,0.0,0,0,0.0
1964,New York,NY,blue,7166275,4913102,68.6,43.0,2243559,31.3,0.0,0,0,0.0
1964,North Carolina,NC,blue,1424983,800139,56.2,13.0,624844,43.8,0.0,0,0,0.0
1964,North Dakota,ND,blue,258389,149784,58.0,4.0,108207,41.9,0.0,0,0,0.0
1964,Ohio,OH,blue,3969196,2498331,62.9,26.0,1470865,37.1,0.0,0,0,0.0
1964,Oklahoma,OK,blue,932499,519834,55.7,8.0,412665,44.3,0.0,0,0,0.0
1964,Oregon,OR,blue,786305,501017,63.7,6.0,282779,36.0,0.0,0,0,0.0
1964,Pennsylvania,PA,blue,4822690,3130954,64.9,29.0,1673657,34.7,0.0,0,0,0.0
1964,Rhode Island,RI,blue,390091,315463,80.9,4.0,74615,19.1,0.0,0,0,0.0
1964,South Dakota,SD,blue,293118,163010,55.6,4.0,130108,44.4,0.0,0,0,0.0
1964,Tennessee,TN,blue,1143946,634947,55.5,11.0,508965,44.5,0.0,0,0,0.0
1964,Texas,TX,blue,2626811,1663185,63.3,25.0,958566,36.5,0.0,0,0,0.0
1964,Utah,UT,blue,401413,219628,54.7,4.0,181785,45.3,0.0,0,0,0.0
1964,Vermont,VT,blue,163089,108127,66.3,3.0,54942,33.7,0.0,0,0,0.0
1964,Virginia,VA,blue,1042267,558038,53.5,12.0,481334,46.2,0.0,0,0,0.0
1964,Washington,WA,blue,1258556,779881,62.0,9.0,470366,37.4,0.0,0,0,0.0
1964,West Virginia,WV,blue,792040,538087,67.9,7.0,253953,32.1,0.0,0,0,0.0
1964,Wisconsin,WI,blue,1691815,1050424,62.1,12.0,638495,37.7,0.0,0,0,0.0
1964,Wyoming,WY,blue,142716,80718,56.6,3.0,61998,43.4,0.0,0,0,0.0
1968,Alaska,AK,red,83035,35411,42.6,0.0,37600,45.3,3.0,10024,12.1,0.0
1968,Arizona,AZ,red,486936,170514,35.0,0.0,266721,54.8,5.0,46573,9.6,0.0
1968,California,CA,red,7251587,3244318,44.7,0.0,3467664,47.8,40.0,487270,6.7,0.0
1968,Colorado,CO,red,811199,335174,41.3,0.0,409345,50.5,6.0,60813,7.5,0.0
1968,Delaware,DE,red,214367,89194,41.6,0.0,96714,45.1,3.0,28459,13.3,0.0
1968,Florida,FL,red,2187805,676794,30.9,0.0,886804,40.5,14.0,624207,28.5,0.0
1968,Idaho,ID,red,291183,89273,30.7,0.0,165369,56.8,4.0,36541,12.5,0.0
1968,Illinois,IL,red,4619749,2039814,44.2,0.0,2174774,47.1,26.0,390958,8.5,0.0
1968,Indiana,IN,red,2123597,806659,38.0,0.0,1067885,50.3,13.0,243108,11.4,0.0
1968,Iowa,IA,red,1167931,476699,40.8,0.0,619106,53.0,9.0,66422,5.7,0.0
1968,Kansas,KS,red,872783,302996,34.7,0.0,478674,54.8,7.0,88921,10.2,0.0
1968,Kentucky,KY,red,1055893,397541,37.6,0.0,462411,43.8,9.0,193098,18.3,0.0
1968,Missouri,MO,red,1809502,791444,43.7,0.0,811932,44.9,12.0,206126,11.4,0.0
1968,Montana,MT,red,274404,114117,41.6,0.0,138835,50.6,4.0,20015,7.3,0.0
1968,Nebraska,NE,red,536851,170784,31.8,0.0,321163,59.8,5.0,44904,8.4,0.0
1968,Nevada,NV,red,154218,60598,39.3,0.0,73188,47.5,3.0,20432,13.2,0.0
1968,New Hampshire,NH,red,297298,130589,43.9,0.0,154903,52.1,4.0,11173,3.8,0.0
1968,New Jersey,NJ,red,2875395,1264206,44.0,0.0,1325467,46.1,17.0,262187,9.1,0.0
1968,New Mexico,NM,red,327350,130081,39.7,0.0,169692,51.8,4.0,25737,7.9,0.0
1968,North Carolina,NC,red,1587493,464113,29.2,0.0,627192,39.5,12.0,496188,31.3,1.0
1968,North Dakota,ND,red,247882,94769,38.2,0.0,138669,55.9,4.0,14244,5.7,0.0
1968,Ohio,OH,red,3959698,1700586,42.9,0.0,1791014,45.2,26.0,467495,11.8,0.0
1968,Oklahoma,OK,red,943086,301658,32.0,0.0,449697,47.7,8.0,191731,20.3,0.0
1968,Oregon,OR,red,819622,358866,43.8,0.0,408433,49.8,6.0,49683,6.1,0.0
1968,South Carolina,SC,red,666978,197486,29.6,0.0,254062,38.1,8.0,215430,32.3,0.0
1968,South Dakota,SD,red,281264,118023,42.0,0.0,149841,53.3,4.0,13400,4.8,0.0
1968,Tennessee,TN,red,1248617,351233,28.1,0.0,472592,37.8,11.0,424792,34.0,0.0
1968,Utah,UT,red,422568,156665,31.1,0.0,238728,56.5,4.0,26906,6.4,0.0
1968,Vermont,VT,red,161404,70255,43.5,0.0,85142,52.8,3.0,5104,3.2,0.0
1968,Virginia,VA,red,1361491,442387,32.5,0.0,590319,43.4,12.0,321833,23.6,0.0
1968,Wisconsin,WI,red,1691538,748804,44.3,0.0,809997,47.9,12.0,127835,7.6,0.0
1968,Wyoming,WY,red,127205,45173,35.5,0.0,70927,55.8,3.0,11105,8.7,0.0
1968,Connecticut,CT,blue,1256232,621561,49.5,8.0,556721,44.3,0.0,76650,6.1,0.0
1968,Hawaii,HI,blue,236218,141324,59.8,4.0,91425,38.7,0.0,3469,1.5,0.0
1968,Maine,ME,blue,392936,217312,55.3,4.0,169254,43.1,0.0,6370,1.6,0.0
1968,Maryland,MD,blue,1235039,538310,43.6,10.0,517995,41.9,0.0,178734,14.5,0.0
1968,Massachusetts,MA,blue,2331752,1469218,63.0,14.0,766844,32.9,0.0,87088,3.7,0.0
1968,Michigan,MI,blue,3306250,1593082,48.2,21.0,1370665,41.5,0.0,331968,10.0,0.0
1968,Minnesota,MN,blue,1588506,857738,54.0,10.0,658643,41.5,0.0,68931,4.3,0.0
1968,New York,NY,blue,6791688,3378470,49.7,43.0,3007932,44.3,0.0,358864,5.3,0.0
1968,Pennsylvania,PA,blue,4747928,2259405,47.6,29.0,2090017,44.0,0.0,378582,8.0,0.0
1968,Rhode Island,RI,blue,385000,246518,64.0,4.0,122359,31.8,0.0,15678,4.1,0.0
1968,Texas,TX,blue,3079216,1266804,41.1,25.0,1227844,39.9,0.0,584269,19.0,0.0
1968,Washington,WA,blue,1304281,616037,47.2,9.0,588510,45.1,0.0,96990,7.4,0.0
1968,West Virginia,WV,blue,754206,374091,49.6,7.0,307555,40.8,0.0,72560,9.6,0.0
1968,Alabama,AL,yellow,1049922,196579,18.7,0.0,146923,14.0,0.0,691425,65.9,10.0
1968,Arkansas,AR,yellow,619969,188228,30.4,0.0,190759,30.8,0.0,240982,38.9,6.0
1968,Georgia,GA,yellow,1250266,334440,26.7,0.0,380111,30.4,0.0,535550,42.8,12.0
1968,Louisiana,LA,yellow,1097450,309615,28.2,0.0,257535,23.5,0.0,530300,48.3,10.0
1968,Mississippi,MS,yellow,654509,150644,23.0,0.0,88516,13.5,0.0,415349,63.5,7.0
1972,Alabama,AL,red,1006111,256923,25.5,0.0,728701,72.4,9.0,0,0,0.0
1972,Alaska,AK,red,95219,32967,34.6,0.0,55349,58.1,3.0,0,0,0.0
1972,Arizona,AZ,red,622926,198540,31.9,0.0,402812,64.7,6.0,0,0,0.0
1972,Arkansas,AR,red,651320,199892,30.7,0.0,448541,68.9,6.0,0,0,0.0
1972,California,CA,red,8367862,3475847,41.5,0.0,4602096,55.0,45.0,0,0,0.0
1972,Colorado,CO,red,953884,329980,34.6,0.0,597189,62.6,7.0,0,0,0.0
1972,Connecticut,CT,red,1384277,555498,40.1,0.0,810763,58.6,8.0,0,0,0.0
1972,Delaware,DE,red,235516,92283,39.2,0.0,140357,59.6,3.0,0,0,0.0
1972,Florida,FL,red,2583283,718117,27.8,0.0,1857759,71.9,17.0,0,0,0.0
1972,Georgia,GA,red,1174772,289529,24.6,0.0,881496,75.0,12.0,0,0,0.0
1972,Hawaii,HI,red,270274,101409,37.5,0.0,168865,62.5,4.0,0,0,0.0
1972,Idaho,ID,red,310379,80826,26.0,0.0,199384,64.2,4.0,0,0,0.0
1972,Illinois,IL,red,4723236,1913472,40.5,0.0,2788179,59.0,26.0,0,0,0.0
1972,Indiana,IN,red,2125529,708568,33.3,0.0,1405154,66.1,13.0,0,0,0.0
1972,Iowa,IA,red,1225944,496206,40.5,0.0,706207,57.6,8.0,0,0,0.0
1972,Kansas,KS,red,916095,270287,29.5,0.0,619812,67.7,7.0,0,0,0.0
1972,Kentucky,KY,red,1067499,371159,34.8,0.0,676446,63.4,9.0,0,0,0.0
1972,Louisiana,LA,red,1051491,298142,28.4,0.0,686852,65.3,10.0,0,0,0.0
1972,Maine,ME,red,417042,160584,38.5,0.0,256458,61.5,4.0,0,0,0.0
1972,Maryland,MD,red,1353812,505781,37.4,0.0,829305,61.3,10.0,0,0,0.0
1972,Michigan,MI,red,3489727,1459435,41.8,0.0,1961721,56.2,21.0,0,0,0.0
1972,Minnesota,MN,red,1741652,802346,46.1,0.0,898269,51.6,10.0,0,0,0.0
1972,Mississippi,MS,red,645963,126782,19.6,0.0,505125,78.2,7.0,0,0,0.0
1972,Missouri,MO,red,1855803,697147,37.6,0.0,1153852,62.2,12.0,0,0,0.0
1972,Montana,MT,red,317603,120197,37.8,0.0,183976,57.9,4.0,0,0,0.0
1972,Nebraska,NE,red,576289,169991,29.5,0.0,406298,70.5,5.0,0,0,0.0
1972,Nevada,NV,red,181766,66016,36.3,0.0,115750,63.7,3.0,0,0,0.0
1972,New Hampshire,NH,red,334055,116435,34.9,0.0,213724,64.0,4.0,0,0,0.0
1972,New Jersey,NJ,red,2997229,1102211,36.8,0.0,1845502,61.6,17.0,0,0,0.0
1972,New Mexico,NM,red,386241,141084,36.5,0.0,235606,61.0,4.0,0,0,0.0
1972,New York,NY,red,7165919,2951084,41.2,0.0,4192778,58.5,41.0,0,0,0.0
1972,North Carolina,NC,red,1518612,438705,28.9,0.0,1054889,69.5,13.0,0,0,0.0
1972,North Dakota,ND,red,280514,100384,35.8,0.0,174109,62.1,3.0,0,0,0.0
1972,Ohio,OH,red,4094787,1558889,38.1,0.0,2441827,59.6,25.0,0,0,0.0
1972,Oklahoma,OK,red,1029900,247147,24.0,0.0,759025,73.7,8.0,0,0,0.0
1972,Oregon,OR,red,927946,392760,42.3,0.0,486686,52.4,6.0,0,0,0.0
1972,Pennsylvania,PA,red,4592106,1796951,39.1,0.0,2714521,59.1,27.0,0,0,0.0
1972,Rhode Island,RI,red,415808,194645,46.8,0.0,220383,53.0,4.0,0,0,0.0
1972,South Carolina,SC,red,673960,186824,27.7,0.0,477044,70.8,8.0,0,0,0.0
1972,South Dakota,SD,red,307415,139945,45.5,0.0,166476,54.2,4.0,0,0,0.0
1972,Tennessee,TN,red,1201182,357293,29.7,0.0,813147,67.7,10.0,0,0,0.0
1972,Texas,TX,red,3471281,1154289,33.3,0.0,2298896,66.2,26.0,0,0,0.0
1972,Utah,UT,red,478476,126284,26.4,0.0,323643,67.6,4.0,0,0,0.0
1972,Vermont,VT,red,186947,68174,36.5,0.0,117149,62.7,3.0,0,0,0.0
1972,Virginia,VA,red,1457019,438887,30.1,0.0,988493,67.8,11.0,0,0,0.0
1972,Washington,WA,red,1470847,568334,38.6,0.0,837135,56.9,9.0,0,0,0.0
1972,West Virginia,WV,red,762399,277435,36.4,0.0,484964,63.6,6.0,0,0,0.0
1972,Wisconsin,WI,red,1852890,810174,43.7,0.0,989430,53.4,11.0,0,0,0.0
1972,Wyoming,WY,red,145570,44358,30.5,0.0,100464,69.0,3.0,0,0,0.0
1972,Massachusetts,MA,blue,2458756,1332540,54.2,14.0,1112078,45.2,0.0,0,0,0.0
1976,Alaska,AK,red,123574,44058,35.7,0.0,71555,57.9,3.0,0,0,0.0
1976,Arizona,AZ,red,742719,295602,39.8,0.0,418642,56.4,6.0,0,0,0.0
1976,California,CA,red,7867117,3742284,47.6,0.0,3882244,49.3,45.0,0,0,0.0
1976,Colorado,CO,red,1081554,460353,42.6,0.0,584367,54.0,7.0,0,0,0.0
1976,Connecticut,CT,red,1381526,647895,46.9,0.0,719261,52.1,8.0,0,0,0.0
1976,Idaho,ID,red,344071,126549,36.8,0.0,204151,59.3,4.0,0,0,0.0
1976,Illinois,IL,red,4718914,2271295,48.1,0.0,2364269,50.1,26.0,0,0,0.0
1976,Indiana,IN,red,2220362,1014714,45.7,0.0,1183958,53.3,13.0,0,0,0.0
1976,Iowa,IA,red,1279306,619931,48.5,0.0,632863,49.5,8.0,0,0,0.0
1976,Kansas,KS,red,957845,430421,44.9,0.0,502752,52.5,7.0,0,0,0.0
1976,Maine,ME,red,483216,232279,48.1,0.0,236320,48.9,4.0,0,0,0.0
1976,Michigan,MI,red,3653749,1696714,46.4,0.0,1893742,51.8,21.0,0,0,0.0
1976,Montana,MT,red,328734,149259,45.4,0.0,173703,52.8,4.0,0,0,0.0
1976,Nebraska,NE,red,607668,233692,38.5,0.0,359705,59.2,5.0,0,0,0.0
1976,Nevada,NV,red,201876,92479,45.8,0.0,101273,50.2,3.0,0,0,0.0
1976,New Hampshire,NH,red,339618,147635,43.5,0.0,185935,54.7,4.0,0,0,0.0
1976,New Jersey,NJ,red,3014472,1444653,47.9,0.0,1509688,50.1,17.0,0,0,0.0
1976,New Mexico,NM,red,418409,201148,48.1,0.0,211419,50.5,4.0,0,0,0.0
